Date,Open,High,Low,Close,Adj Close,Volume
2023-11-24,167.97000122070312,168.52999877929688,167.67999267578125,168.24000549316406,166.8705291748047,1741500
2023-11-27,168.33999633789062,169.38999938964844,167.6199951171875,168.50999450683594,167.13832092285156,3649800
2023-11-28,168.30999755859375,169.57000732421875,167.38999938964844,169.47999572753906,168.1004180908203,5987000
2023-11-29,170.74000549316406,171.60000610351562,168.89999389648438,169.02000427246094,167.64418029785156,3829700
2023-11-30,169.02000427246094,169.08999633789062,167.4600067138672,168.77999877929688,167.4061279296875,6511500
2023-12-01,168.05999755859375,171.13999938964844,167.72999572753906,171.08999633789062,169.69732666015625,7477400
2023-12-04,169.85000610351562,171.17999267578125,169.44000244140625,170.44000244140625,169.0526123046875,9238800
2023-12-05,169.52000427246094,172.42999267578125,169.3800048828125,170.74000549316406,169.35018920898438,3911300
2023-12-06,172.02000427246094,172.86000061035156,170.86000061035156,170.99000549316406,169.59814453125,6114000
2023-12-07,171.67999267578125,172.7100067138672,171.1300048828125,172.39999389648438,170.9966583251953,3690100
2023-12-08,171.52999877929688,173.52000427246094,171.39999389648438,173.19000244140625,171.78024291992188,4048200
2023-12-11,172.99000549316406,173.8699951171875,172.4600067138672,173.64999389648438,172.23646545410156,9446200
2023-12-12,173.4600067138672,174.30999755859375,172.77000427246094,174.19000244140625,172.77207946777344,3705700
2023-12-13,174.1300048828125,176.66000366210938,172.77000427246094,176.47000122070312,175.03353881835938,5449200
2023-12-14,178.00999450683594,179.5500030517578,177.3300018310547,178.83999633789062,177.38424682617188,7644400
2023-12-15,178.8800048828125,179.64999389648438,178.2899932861328,179.2100067138672,177.75123596191406,5629100
2023-12-18,179.4600067138672,180.57000732421875,179.10000610351562,180.0,178.8541717529297,3859700
2023-12-19,180.61000061035156,181.8800048828125,180.57000732421875,181.41000366210938,180.25518798828125,3597000
2023-12-20,180.60000610351562,182.19000244140625,178.05999755859375,178.10000610351562,176.9662628173828,4310800
2023-12-21,179.97999572753906,180.8699951171875,178.97000122070312,180.80999755859375,179.65899658203125,3927500
2023-12-22,180.08999633789062,180.86000061035156,178.74000549316406,179.47999572753906,178.3374786376953,4261400
2023-12-26,179.8800048828125,180.47000122070312,179.52999877929688,180.24000549316406,179.09263610839844,2740400
2023-12-27,180.47000122070312,181.3300018310547,180.3800048828125,180.86000061035156,179.70867919921875,3747900
2023-12-28,181.1199951171875,181.4600067138672,179.77999877929688,179.9199981689453,178.774658203125,2804400
2023-12-29,179.99000549316406,180.2899932861328,178.1999969482422,178.80999755859375,177.67173767089844,4133200
2024-01-02,178.25,178.3300018310547,176.47000122070312,177.14999389648438,176.02230834960938,7684800
2024-01-03,175.97000122070312,176.05999755859375,173.5,173.57000732421875,172.46511840820312,7761400
