Date,Adj Close,Close,High,Low,Open,Volume
2023-11-14,94.50371551513672,98.3499984741211,98.4800033569336,96.69000244140625,96.80000305175781,2650800
2023-11-15,94.47488403320312,98.31999969482422,99.18000030517578,97.8499984741211,98.12999725341797,2147000
2023-11-16,94.9841537475586,98.8499984741211,99.41000366210938,98.3499984741211,99.19999694824219,3432900
2023-11-17,95.23399353027344,99.11000061035156,99.87999725341797,98.73999786376953,99.52999877929688,2194800
2023-11-20,95.08985900878906,98.95999908447266,99.45999908447266,97.66999816894531,98.48999786376953,1284000
2023-11-21,96.66571807861328,100.5999984741211,100.69000244140625,98.8499984741211,99.45999908447266,1679200
2023-11-22,97.2326431274414,101.19000244140625,101.33999633789062,100.05000305175781,100.88999938964844,1114100
2023-11-24,97.14615631103516,101.0999984741211,101.45999908447266,100.5,101.2300033569336,372100
2023-11-27,97.65543365478516,101.62999725341797,102.0999984741211,100.23999786376953,101.2699966430664,1211600
2023-11-28,97.6746597290039,101.6500015258789,102.79000091552734,101.20999908447266,101.47000122070312,1408900
2023-11-29,96.65611267089844,100.58999633789062,102.19999694824219,100.06999969482422,101.55000305175781,1481000
2023-11-30,97.44403839111328,101.41000366210938,101.87000274658203,100.30000305175781,100.83999633789062,2052500
2023-12-01,98.039794921875,102.02999877929688,102.2300033569336,101.01000213623047,101.4000015258789,1930000
2023-12-04,97.42481994628906,101.38999938964844,102.4800033569336,100.55999755859375,101.2300033569336,1477400
2023-12-05,96.49275207519531,100.41999816894531,101.56999969482422,100.30000305175781,101.4800033569336,1001500
2023-12-06,97.57857513427734,101.55000305175781,101.55999755859375,100.36000061035156,100.87999725341797,1273200
2023-12-07,97.9052734375,101.88999938964844,102.41000366210938,100.87999725341797,101.7300033569336,1544400
2023-12-08,98.02056884765625,102.01000213623047,102.19000244140625,101.05999755859375,101.76000213623047,1523400
2023-12-11,98.11666107177734,102.11000061035156,102.37000274658203,101.0999984741211,101.69000244140625,1264200
2023-12-12,97.61700439453125,101.58999633789062,102.41000366210938,100.44999694824219,102.41000366210938,1453000
2023-12-13,101.27799987792969,105.4000015258789,105.45999908447266,100.95999908447266,101.58999633789062,1628300
2023-12-14,99.23129272460938,103.2699966430664,106.44999694824219,103.25,106.01000213623047,2207900
2023-12-15,96.93476104736328,100.87999725341797,102.54000091552734,100.0199966430664,101.94999694824219,3148200
2023-12-18,97.55934143066406,101.52999877929688,102.0999984741211,101.0,101.0,2042500
2023-12-19,97.57857513427734,101.55000305175781,102.0,100.88999938964844,101.12000274658203,1541100
2023-12-20,95.73365020751953,99.62999725341797,102.0,99.58999633789062,101.33000183105469,1190200
2023-12-21,95.82975006103516,99.7300033569336,100.20999908447266,98.80999755859375,99.75,985400
2023-12-22,96.30057525634766,100.22000122070312,101.2699966430664,99.9800033569336,100.3499984741211,1170600
2023-12-26,96.42549133300781,100.3499984741211,100.94000244140625,100.0,100.0,1519800
2023-12-27,96.38705444335938,100.30999755859375,100.37000274658203,99.7300033569336,100.12000274658203,744800
2023-12-28,96.9636001586914,100.91000366210938,101.19999694824219,100.30000305175781,100.31999969482422,716600
2023-12-29,97.2326431274414,101.19000244140625,101.26000213623047,100.19999694824219,100.37000274658203,844100
2024-01-02,98.62593841552734,102.63999938964844,102.66999816894531,100.5,100.61000061035156,1079600
2024-01-03,99.03911590576172,103.06999969482422,103.20999908447266,101.98999786376953,102.7300033569336,1260800
2024-01-04,99.01029205322266,103.04000091552734,104.41999816894531,102.76000213623047,103.41999816894531,1240100
2024-01-05,99.87510681152344,103.94000244140625,104.13999938964844,102.62999725341797,102.79000091552734,1073000
2024-01-08,100.5861587524414,104.68000030517578,104.72000122070312,103.52999877929688,103.94999694824219,1033200
2024-01-09,100.28828430175781,104.37000274658203,104.55000305175781,103.69000244140625,104.06999969482422,885200
2024-01-10,100.45164489746094,104.54000091552734,104.91000366210938,103.87999725341797,104.37000274658203,767900
2024-01-11,98.46259307861328,102.47000122070312,104.37000274658203,101.93000030517578,104.27999877929688,1129400
2024-01-12,99.0967788696289,103.12999725341797,103.44999694824219,102.72000122070312,103.12000274658203,972100
2024-01-16,98.93341827392578,102.95999908447266,103.72000122070312,102.11000061035156,102.80000305175781,1461800
2024-01-17,96.77141571044922,100.70999908447266,102.72000122070312,99.44999694824219,102.31999969482422,1929100
2024-01-18,94.99376678466797,98.86000061035156,100.2300033569336,98.76000213623047,100.0,1218900
2024-01-19,95.20516204833984,99.08000183105469,99.43000030517578,98.4000015258789,99.19999694824219,1420200
2024-01-22,94.49410247802734,98.33999633789062,99.70999908447266,97.81999969482422,99.06999969482422,1322200
2024-01-23,94.4844970703125,98.33000183105469,98.80000305175781,97.48999786376953,98.44000244140625,1125200
2024-01-24,93.398681640625,97.19999694824219,99.25,97.0999984741211,99.04000091552734,2014400
2024-01-25,95.20516204833984,99.08000183105469,99.31999969482422,97.55999755859375,98.93000030517578,1290800
2024-01-26,95.42616271972656,99.30999755859375,99.87000274658203,98.87000274658203,99.22000122070312,1114700
2024-01-29,95.83934783935547,99.73999786376953,100.12000274658203,98.7699966430664,99.37999725341797,1130500
2024-01-30,96.32940673828125,100.25,100.69999694824219,98.95999908447266,99.73999786376953,1401600
2024-01-31,95.85856628417969,99.76000213623047,101.08999633789062,99.12999725341797,100.91999816894531,2715200
2024-02-01,98.00135803222656,101.98999786376953,102.08000183105469,98.75,99.3499984741211,931600
2024-02-02,96.65611267089844,100.58999633789062,101.55999755859375,99.25,101.01000213623047,1648400
2024-02-05,95.70482635498047,99.5999984741211,100.33000183105469,98.80000305175781,99.5999984741211,1789500
2024-02-06,95.5606918334961,99.44999694824219,99.83000183105469,98.69999694824219,99.37999725341797,2230700
2024-02-07,94.8976821899414,98.76000213623047,100.05000305175781,98.5999984741211,99.80999755859375,1517100
2024-02-08,94.67411804199219,97.4000015258789,97.76000213623047,96.23999786376953,97.22000122070312,1337100
2024-02-09,95.2087173461914,97.94999694824219,98.02999877929688,96.80000305175781,97.06999969482422,948100
2024-02-12,96.27794647216797,99.05000305175781,99.36000061035156,97.54000091552734,98.05000305175781,1347400
2024-02-13,95.50032806396484,98.25,98.98999786376953,96.1500015258789,98.5199966430664,1932900
2024-02-14,95.3350830078125,98.08000183105469,98.87000274658203,97.61000061035156,98.45999908447266,1028400
2024-02-15,97.20135498046875,100.0,100.05000305175781,97.86000061035156,98.4000015258789,1257100
