Date,Adj Close,Close,High,Low,Open,Volume
2023-11-14,79.10785675048828,81.51000213623047,82.0999984741211,80.72000122070312,81.04000091552734,2017400
2023-11-15,79.03020477294922,81.43000030517578,82.47000122070312,81.04000091552734,81.20999908447266,1986000
2023-11-16,79.9425048828125,82.37000274658203,83.33000183105469,81.83000183105469,82.18000030517578,2945500
2023-11-17,79.33106994628906,81.73999786376953,82.80999755859375,81.55000305175781,82.80999755859375,2180700
2023-11-20,78.92344665527344,81.31999969482422,81.68000030517578,79.9800033569336,81.33999633789062,2030400
2023-11-21,78.53522491455078,80.91999816894531,81.81999969482422,80.33999633789062,81.52999877929688,1509900
2023-11-22,79.0787353515625,81.4800033569336,81.5199966430664,80.56999969482422,81.13999938964844,1321300
2023-11-24,79.1951904296875,81.5999984741211,81.72000122070312,80.95999908447266,81.62999725341797,692000
2023-11-27,79.79692840576172,82.22000122070312,82.33999633789062,80.97000122070312,81.66999816894531,2132300
2023-11-28,80.70922088623047,83.16000366210938,83.95999908447266,82.06999969482422,82.25,2389300
2023-11-29,80.52482604980469,82.97000122070312,84.18000030517578,82.83999633789062,83.12999725341797,2203600
2023-11-30,81.15567016601562,83.62000274658203,83.75,82.5199966430664,83.16999816894531,2563400
2023-12-01,82.46588134765625,84.97000122070312,84.9800033569336,83.23999786376953,83.63999938964844,2006800
2023-12-04,82.4949951171875,85.0,85.58999633789062,84.30999755859375,84.31999969482422,1614900
2023-12-05,81.2624282836914,83.7300033569336,85.22000122070312,83.63999938964844,85.0,1882100
2023-12-06,82.40765380859375,84.91000366210938,84.94000244140625,83.76000213623047,84.18000030517578,1575600
2023-12-07,82.4949951171875,85.0,85.55999755859375,84.31999969482422,85.0,1725900
2023-12-08,81.5924072265625,84.06999969482422,85.05000305175781,83.41000366210938,84.95999908447266,1712900
2023-12-11,81.72827911376953,84.20999908447266,84.27999877929688,83.19000244140625,83.8499984741211,2265000
2023-12-12,80.58306121826172,83.02999877929688,84.41999816894531,82.83999633789062,84.41999816894531,2907200
2023-12-13,84.4360580444336,87.0,87.04000091552734,82.55000305175781,83.0,2418800
2023-12-14,82.1261978149414,84.62000274658203,87.66000366210938,84.45999908447266,87.52999877929688,3011600
2023-12-15,80.02984619140625,82.45999908447266,83.91999816894531,81.62000274658203,83.76000213623047,4694300
2023-12-18,79.95220947265625,82.37999725341797,83.13999938964844,81.9000015258789,82.83000183105469,2842000
2023-12-19,80.8062744140625,83.26000213623047,83.3499984741211,82.13999938964844,82.63999938964844,1603600
2023-12-20,79.37959289550781,81.79000091552734,83.62999725341797,81.76000213623047,83.48999786376953,2853300
2023-12-21,79.923095703125,82.3499984741211,82.83999633789062,81.52999877929688,82.08000183105469,1994100
2023-12-22,80.49571228027344,82.94000244140625,83.7699966430664,82.7300033569336,82.9800033569336,1419800
2023-12-26,81.1750717163086,83.63999938964844,83.83000183105469,82.69999694824219,82.75,1266800
2023-12-27,80.99067687988281,83.44999694824219,83.69999694824219,83.05000305175781,83.54000091552734,1564400
2023-12-28,81.57299041748047,84.05000305175781,84.23999786376953,83.1500015258789,83.1500015258789,1459700
2023-12-29,81.68946075439453,84.16999816894531,84.31999969482422,83.55999755859375,83.70999908447266,1362600
2024-01-02,83.77609252929688,86.31999969482422,86.33999633789062,83.75,84.0,2582800
2024-01-03,84.05754852294922,86.61000061035156,86.7699966430664,85.75,86.61000061035156,1979700
2024-01-04,83.38787841796875,85.91999816894531,86.88999938964844,85.56999969482422,85.69999694824219,2326600
2024-01-05,83.69845581054688,86.23999786376953,86.6500015258789,85.36000061035156,85.76000213623047,1578700
2024-01-08,83.0481948852539,85.56999969482422,86.0999984741211,85.0,85.87999725341797,2677200
2024-01-09,82.81527709960938,85.33000183105469,85.73999786376953,84.5999984741211,85.06999969482422,1817600
2024-01-10,83.0676040649414,85.58999633789062,85.94000244140625,85.04000091552734,85.29000091552734,1636000
