Date,Adj Close,Close,High,Low,Open,Volume
2023-11-14,84.93539428710938,86.94000244140625,88.08999633789062,86.83999633789062,87.8499984741211,3894100
2023-11-15,84.29061889648438,86.27999877929688,87.69000244140625,86.23999786376953,86.83000183105469,3461700
2023-11-16,84.7693099975586,86.7699966430664,87.56999969482422,86.36000061035156,86.47000122070312,2340700
2023-11-17,85.47270965576172,87.48999786376953,87.77999877929688,86.52999877929688,87.47000122070312,2196700
2023-11-20,86.50827026367188,88.55000305175781,89.08000183105469,87.27999877929688,87.54000091552734,2897400
2023-11-21,86.69389343261719,88.73999786376953,89.13999938964844,87.8499984741211,88.13999938964844,2032700
2023-11-22,86.6548080444336,88.69999694824219,89.5,87.88999938964844,89.44999694824219,1674500
2023-11-24,87.5536117553711,89.62000274658203,89.72000122070312,88.0999984741211,88.66999816894531,920000
2023-11-27,88.04206848144531,90.12000274658203,90.62999725341797,89.3499984741211,89.5999984741211,2336300
2023-11-28,87.25074768066406,89.30999755859375,90.12999725341797,88.94999694824219,89.41000366210938,2676800
2023-11-29,86.16634368896484,88.19999694824219,89.87999725341797,87.98999786376953,89.7300033569336,2534500
2023-11-30,87.04560089111328,89.0999984741211,89.22000122070312,87.4800033569336,88.19999694824219,6975000
2023-12-01,87.39728546142578,89.45999908447266,90.41000366210938,88.51000213623047,89.08999633789062,3280600
2023-12-04,87.74899291992188,89.81999969482422,89.9800033569336,88.25,88.7699966430664,3011700
2023-12-05,87.80760955810547,89.87999725341797,90.16000366210938,89.31999969482422,89.51000213623047,3330300
2023-12-06,85.40432739257812,87.41999816894531,90.33000183105469,87.2699966430664,90.0,3717200
2023-12-07,85.49224853515625,87.51000213623047,87.76000213623047,86.94999694824219,87.68000030517578,2512300
2023-12-08,85.6974105834961,87.72000122070312,88.04000091552734,86.80999755859375,87.0,2072800
2023-12-11,86.03934478759766,88.06999969482422,88.18000030517578,87.27999877929688,87.58999633789062,2220000
2023-12-12,86.55712127685547,88.5999984741211,89.05000305175781,87.86000061035156,88.33000183105469,2140700
2023-12-13,88.75524139404297,90.8499984741211,91.36000061035156,88.23999786376953,88.73999786376953,2712700
2023-12-14,89.75172424316406,91.87000274658203,93.41999816894531,90.97000122070312,91.98999786376953,5067600
2023-12-15,88.6966323852539,90.79000091552734,92.30000305175781,89.80000305175781,91.8499984741211,7153000
2023-12-18,88.06160736083984,90.13999938964844,92.47000122070312,89.37999725341797,92.47000122070312,3144900
2023-12-19,88.2081527709961,90.29000091552734,91.06999969482422,90.08000183105469,90.38999938964844,2124700
2023-12-20,86.48873138427734,88.52999877929688,90.33999633789062,88.48999786376953,89.97000122070312,3196600
2023-12-21,87.8759994506836,89.94999694824219,89.97000122070312,88.16999816894531,89.41000366210938,2097200
2023-12-22,87.8857650756836,89.95999908447266,91.19999694824219,89.76000213623047,90.33999633789062,2187700
2023-12-26,88.37422943115234,90.45999908447266,90.73999786376953,89.5,89.95999908447266,1008400
2023-12-27,88.95063018798828,91.05000305175781,91.06999969482422,90.19000244140625,90.41999816894531,1332600
2023-12-28,89.05809020996094,91.16000366210938,91.33000183105469,90.52999877929688,90.75,1318300
2023-12-29,88.0909194946289,90.16999816894531,91.19999694824219,90.05999755859375,90.62999725341797,2331400
2024-01-02,88.15930938720703,90.23999786376953,90.62999725341797,89.79000091552734,90.30999755859375,1906300
2024-01-03,86.85997772216797,88.91000366210938,90.29000091552734,88.76000213623047,89.80000305175781,2079200
2024-01-04,86.6548080444336,88.69999694824219,89.45999908447266,88.30999755859375,88.94000244140625,1824900
2024-01-05,86.47895812988281,88.5199966430664,89.36000061035156,87.9000015258789,88.83000183105469,3072400
2024-01-08,87.73921203613281,89.80999755859375,89.81999969482422,88.30000305175781,88.48999786376953,1787200
2024-01-09,87.5242919921875,89.58999633789062,90.20999908447266,88.63999938964844,88.91999816894531,1731700
2024-01-10,88.63801574707031,90.7300033569336,91.05999755859375,89.58999633789062,89.72000122070312,1881700
2024-01-11,87.90531158447266,89.9800033569336,91.0,89.75,90.62000274658203,1505100
2024-01-12,89.81034088134766,91.93000030517578,92.11000061035156,90.55999755859375,90.55999755859375,1937000
2024-01-16,89.21440124511719,91.31999969482422,92.2300033569336,91.22000122070312,91.7699966430664,2243500
2024-01-17,87.5731430053711,89.63999938964844,91.52999877929688,88.05999755859375,89.98999786376953,2005200
2024-01-18,86.95767211914062,89.01000213623047,90.13999938964844,88.30999755859375,89.6500015258789,2284200
2024-01-19,87.7782974243164,89.8499984741211,90.20999908447266,88.48999786376953,89.87000274658203,1946600
2024-01-22,86.8892822265625,88.94000244140625,90.61000061035156,88.87000274658203,89.93000030517578,2170800
2024-01-23,86.02957153320312,88.05999755859375,89.58999633789062,87.5,88.94999694824219,2408400
2024-01-24,85.12101745605469,87.12999725341797,89.94999694824219,87.04000091552734,89.94999694824219,1943000
2024-01-25,85.20894622802734,87.22000122070312,88.80000305175781,86.86000061035156,88.48999786376953,1790700
2024-01-26,85.37501525878906,87.38999938964844,87.79000091552734,86.77999877929688,87.45999908447266,1293300
