Date,Adj Close,Close,High,Low,Open,Volume
2023-11-14,126.84961700439453,129.74000549316406,129.9199981689453,125.91999816894531,126.45999908447266,1584200
2023-11-15,127.5438003540039,130.4499969482422,131.55999755859375,127.86000061035156,129.83999633789062,1508500
2023-11-16,128.07176208496094,130.99000549316406,133.0,130.83999633789062,131.72000122070312,1346100
2023-11-17,129.15704345703125,132.10000610351562,132.14999389648438,130.6300048828125,131.5500030517578,1161500
2023-11-20,127.75889587402344,130.6699981689453,131.99000549316406,129.5,130.86000061035156,1465800
2023-11-21,127.91532135009766,130.8300018310547,131.75,130.1300048828125,130.97000122070312,1093100
2023-11-22,127.56333923339844,130.47000122070312,132.3699951171875,130.41000366210938,131.72999572753906,1021800
2023-11-24,129.117919921875,132.05999755859375,132.05999755859375,130.08999633789062,130.35000610351562,595700
2023-11-27,127.83708953857422,130.75,132.24000549316406,130.60000610351562,131.64999389648438,1244900
2023-11-28,127.74910736083984,130.66000366210938,131.75,129.97999572753906,130.38999938964844,1048300
2023-11-29,128.296630859375,131.22000122070312,132.5399932861328,130.49000549316406,131.44000244140625,960500
2023-11-30,128.90281677246094,131.83999633789062,132.91000366210938,130.88999938964844,131.75999450683594,2075600
2023-12-01,130.2716522216797,133.24000549316406,133.42999267578125,130.6300048828125,131.57000732421875,1063800
2023-12-04,130.17385864257812,133.13999938964844,133.82000732421875,131.77000427246094,131.92999267578125,801900
2023-12-05,128.45306396484375,131.3800048828125,133.00999450683594,130.58999633789062,132.86000061035156,814200
2023-12-06,129.74365234375,132.6999969482422,133.0399932861328,131.7100067138672,132.2100067138672,720000
2023-12-07,129.5970001220703,132.5500030517578,133.4499969482422,131.75999450683594,133.0399932861328,790900
2023-12-08,128.42373657226562,131.35000610351562,132.2100067138672,130.91000366210938,132.16000366210938,714800
2023-12-11,127.79798889160156,130.7100067138672,131.3699951171875,129.77000427246094,130.3699951171875,1037000
2023-12-12,128.11085510253906,131.02999877929688,131.11000061035156,130.0,130.9199981689453,1144200
