Date,Adj Close,Close,High,Low,Open,Volume
2023-11-14,112.39232635498047,115.54000091552734,116.80999755859375,115.33999633789062,116.0,5421700
2023-11-15,111.89620971679688,115.02999877929688,116.66999816894531,114.87999725341797,115.0,4733300
2023-11-16,108.93902587890625,111.98999786376953,113.76000213623047,109.9800033569336,113.51000213623047,6733200
2023-11-17,111.46820068359375,114.58999633789062,115.52999877929688,112.2300033569336,112.80000305175781,5799100
2023-11-20,112.24641418457031,115.38999938964844,116.58000183105469,114.58999633789062,114.98999786376953,4046400
2023-11-21,112.03240203857422,115.16999816894531,115.62999725341797,114.55999755859375,115.18000030517578,3720200
2023-11-22,111.72111511230469,114.8499984741211,115.12999725341797,111.16000366210938,112.0199966430664,4559000
2023-11-24,112.34368133544922,115.48999786376953,116.56999969482422,114.86000061035156,114.88999938964844,2159200
2023-11-27,111.67247772216797,114.80000305175781,115.12999725341797,113.36000061035156,114.9800033569336,5289500
2023-11-28,111.84757995605469,114.9800033569336,115.9800033569336,114.4800033569336,115.26000213623047,3469100
2023-11-29,110.86509704589844,113.97000122070312,115.55999755859375,113.31999969482422,115.36000061035156,6065300
2023-11-30,112.4215087890625,115.56999969482422,116.69999694824219,113.63999938964844,115.16999816894531,10242700
2023-12-01,112.09077453613281,115.2300033569336,117.04000091552734,114.8499984741211,115.02999877929688,4675100
2023-12-04,111.40983581542969,114.52999877929688,115.91999816894531,113.87999725341797,114.08000183105469,4824800
2023-12-05,110.05770111083984,113.13999938964844,114.9000015258789,113.04000091552734,114.7300033569336,5821400
2023-12-06,107.50907897949219,110.5199966430664,112.33000183105469,109.73999786376953,112.33000183105469,7489500
2023-12-07,107.83009338378906,110.8499984741211,111.91000366210938,110.6500015258789,111.31999969482422,5816800
2023-12-08,109.01686096191406,112.06999969482422,112.19000244140625,111.05999755859375,111.73999786376953,5713900
2023-12-11,109.10440826416016,112.16000366210938,112.62999725341797,111.54000091552734,112.12000274658203,7250100
2023-12-12,108.03437805175781,111.05999755859375,111.4800033569336,109.69999694824219,110.7699966430664,6888800
2023-12-13,108.8028564453125,111.8499984741211,112.26000213623047,110.87000274658203,111.5,8570100
2023-12-14,111.81839752197266,114.94999694824219,116.3499984741211,112.75,112.94999694824219,11490400
2023-12-15,111.41956329345703,114.54000091552734,115.73999786376953,113.62000274658203,114.3499984741211,30859600
2023-12-18,111.7697525024414,114.9000015258789,117.2699966430664,114.6500015258789,115.83000183105469,7000500
2023-12-19,113.31645202636719,116.48999786376953,116.63999938964844,114.25,114.94999694824219,6379200
